EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Western Warm Temperate Urban Herbaceous,Dgr Urban Herbaceous,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,2578
Western Warm Temperate Urban Shrubland,Dsh Urban Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2221
Western Cool Temperate Developed Ruderal Deciduous Forest,Dtd Developed Ruderal Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1
Western Cool Temperate Developed Ruderal Evergreen Forest,Dtc Developed Ruderal Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,112
Western Cool Temperate Developed Ruderal Mixed Forest,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18
Western Cool Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,426
Western Cool Temperate Developed Ruderal Grassland,Dgr Developed Ruderal Grassland,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,2685
Western Warm Temperate Developed Ruderal Deciduous Forest,Dtd Developed Ruderal Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,63
Western Warm Temperate Developed Ruderal Evergreen Forest,Dtc Developed Ruderal Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,82
Western Warm Temperate Developed Ruderal Mixed Forest,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,49
Western Warm Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,547
Western Warm Temperate Developed Ruderal Grassland,Dgr Developed Ruderal Grassland,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1398
Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,20
Western Cool Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,621
Western Cool Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,310
Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Dtd Developed Ruderal Deciduous Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,2
Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,54
Western Warm Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210
Western Warm Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,217
Western Cool Temperate Vineyard,Da Vineyard,Agriculture,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,11
Western Cool Temperate Row Crop,Da Row Crop,Agriculture,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,56
Western Cool Temperate Close Grown Crop,Da Close Grown Crop,Agriculture,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,1638
Western Cool Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,590
Western Cool Temperate Pasture and Hayland,Dab Pasture and Hayland,Herb,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,6464
Western Warm Temperate Orchard,Dab Orchard,Tree,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,5979
Western Warm Temperate Vineyard,Da Vineyard,Agriculture,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,251
Western Warm Temperate Row Crop - Close Grown Crop,Da Row Crop - Close Grown Crop,Agriculture,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,2
Western Warm Temperate Row Crop,Da Row Crop,Agriculture,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,46486
Western Warm Temperate Close Grown Crop,Da Close Grown Crop,Agriculture,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,3627
Western Warm Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,9507
Western Warm Temperate Pasture and Hayland,Dab Pasture and Hayland,Herb,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,11037
Western Warm Temperate Wheat,Da Wheat,Agriculture,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,6608
Western Warm Temperate Aquaculture,Da Aquaculture,Agriculture,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,47
Great Basin Foothill and Lower Montane Riparian Woodland,Tr Inter-Mountain Basins Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,519
Inter-Mountain Basins Alkaline Closed Depression,He Inter-Mountain Basins Alkaline Closed Depression,Herb,Riparian,Depressional Wetland,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,586
Inter-Mountain Basins Cliff and Canyon,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,972
Inter-Mountain Basins Playa,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,837
Inter-Mountain Basins Wash,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,155
North American Arid West Emergent Marsh,He North American Arid West Emergent Marsh,Herb,Riparian,Freshwater Marsh,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4292
Rocky Mountain Alpine-Montane Wet Meadow,He Rocky Mountain Alpine-Montane Wet Meadow,Herb,Riparian,Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171
Rocky Mountain Subalpine-Montane Riparian Shrubland,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1
Rocky Mountain Subalpine-Montane Riparian Woodland,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,20
North American Warm Desert Riparian Woodland,Tr North American Warm Desert Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,229
Central California Coast Ranges Cliff and Canyon,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,4413
Klamath-Siskiyou Cliff and Outcrop,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,4
Mediterranean California Alpine Bedrock and Scree,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,21
Mediterranean California Foothill and Lower Montane Riparian Woodland,Tr California Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,11078
Mediterranean California Northern Coastal Dune,Sps Pacific Coastal Dunes and Other Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,105
Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tr California Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2
Mediterranean California Southern Coastal Dune,Sps Pacific Coastal Dunes and Other Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,909
North American Warm Desert Badland,Sps North American Warm Desert Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,271
North American Warm Desert Bedrock Cliff and Outcrop,Sps North American Warm Desert Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,181
North American Warm Desert Cienega,Tr North American Warm Desert Riparian Systems,Herb,Riparian,Western Herbaceous Wetland,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,275
North American Warm Desert Pavement,Sps North American Warm Desert Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,1350
North American Warm Desert Playa,Sps North American Warm Desert Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,882
North American Warm Desert Riparian Mesquite Bosque Woodland,Tr North American Warm Desert Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1
North American Warm Desert Wash Woodland,Tr North American Warm Desert Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,3
North Pacific Active Volcanic Rock and Cinder Land,Sps North Pacific Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,90
Sierra Nevada Cliff and Canyon,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,2980
Southern California Coast Ranges Cliff and Canyon,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,7349
Temperate Pacific Subalpine-Montane Wet Meadow,He Temperate Pacific Subalpine-Montane Wet Meadow,Herb,Riparian,Inland Marshes and Prairies,SRM 217: Wetlands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6133
California Ruderal Grassland and Meadow,Sh California Ruderal Grassland Meadow & Scrub,Herb,Exotic Herbaceous,Introduced Annual and Biennial Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,527783
Californian Ruderal Forest,Tr Californian Ruderal Forest,Tree,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,36059
Great Basin & Intermountain Introduced Annual and Biennial Forbland,He Great Basin & Intermountain Introduced Annual and Biennial Forbland,Herb,Exotic Herbaceous,Introduced Annual and Biennial Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,375
Great Basin & Intermountain Introduced Annual Grassland,He Great Basin & Intermountain Introduced Annual Grassland,Herb,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,664
Great Basin & Intermountain Introduced Perennial Grassland and Forbland,He Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Herb,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,417
North American Warm Desert Ruderal & Planted Scrub,Sh North American Warm Desert Ruderal & Planted Scrub & Grassland,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,322
Interior West Ruderal Riparian Forest,Tr Interior West Ruderal Riparian Forest & Scrub,Tree,Riparian,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,266
Interior Western North American Temperate Ruderal Shrubland,Sh Interior Western North American Temperate Ruderal Grassland & Shrubland,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,371
Western North American Ruderal Wet Shrubland,Sh Western North American Ruderal Wet Shrubland Meadow & Marsh,Shrub,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2465
Great Basin & Intermountain Ruderal Shrubland,Sh Great Basin & Intermountain Ruderal Shrubland,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1699
California Ruderal Scrub,Sh California Ruderal Grassland Meadow & Scrub,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,60596
Great Basin Foothill and Lower Montane Riparian Shrubland,Tr Inter-Mountain Basins Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3168
Great Basin Foothill and Lower Montane Riparian Herbaceous,Tr Inter-Mountain Basins Montane Riparian Systems,Herb,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,30
North American Warm Desert Riparian Herbaceous,Tr North American Warm Desert Riparian Systems,Herb,Riparian,Western Herbaceous Wetland,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,27
North American Warm Desert Riparian Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,174
North American Warm Desert Lower Montane Riparian Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,20
Mediterranean California Foothill and Lower Montane Riparian Shrubland,Tr California Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,4635
North American Warm Desert Riparian Mesquite Bosque Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,1
North American Warm Desert Wash Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3
North American Warm Desert Ruderal & Planted Grassland,Sh North American Warm Desert Ruderal & Planted Scrub & Grassland,Herb,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,546
Interior West Ruderal Riparian Scrub,Tr Interior West Ruderal Riparian Forest & Scrub,Shrub,Riparian,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,484
Interior Western North American Temperate Ruderal Grassland,Sh Interior Western North American Temperate Ruderal Grassland & Shrubland,Herb,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3106
Western North American Ruderal Wet Meadow & Marsh,Sh Western North American Ruderal Wet Shrubland Meadow & Marsh,Herb,Riparian,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,32532
